Categoría,Provincia,Departamento,Localidad,Nombre,Dirección,Piso,CP,cod_area,Teléfono,Mail,Web,tipo_gestion,Pantallas,Butacas,año_actualizacion
Salas de cine,Ciudad Autónoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Sala Leopoldo Lugones,Av. Corrientes 1530,s/d,1042,s/d,43710111,acardoso@complejoteatral.gob.ar,https://complejoteatral.gob.ar/cine,Público municipal,1,212,2018
Salas de cine,Ciudad Autónoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Sala Raúl González Tuñón,Av. Corrientes 1543,s/d,1042,s/d,50778000,directorartistico@entrocultural.coop,http://www.centrocultural.coop/,Privado independiente,1,94,2018
Salas de cine,Ciudad Autónoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Cine Cosmos,Av. Corrientes 2046,s/d,1045,s/d,49535405,gabriel.guralnik@gmail.com,https://www.facebook.com/pg/cinecosmos.uba/about/?ref=page_internal,Público nacional,2,190,2018
Salas de cine,Ciudad Autónoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Hoyts,Av. Corrientes 3247,s/d,1193,s/d,57771000,rmazzutti@hoyts.com.ar,https://www.cinemarkhoyts.com.ar/,Privado comercial,12,3021,2018
Salas de cine,Ciudad Autónoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Malba,Av. Figuero Alcorta 3415,Planta Baja,1425,11,48086500,recepcion@malba.org.ar,http://www.malba.org.ar/eventos/de/actividades-cine-programacion/,Privado comercial,1,224,2018
Salas de cine,Ciudad Autónoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Cinemark,Av. La Plata 96,s/d,1184,s/d,57771000,iventura@cinemark.com.ar,https://www.cinemarkhoyts.com.ar,Privado comercial,6,898,2018
Salas de cine,Ciudad Autónoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Gaumont CineAR,Av. Rivadavia 1635,s/d,1033,s/d,43815754,guadalupe.veiga@incaa.gov.ar,http://www.incaa.gov.ar/sin-categoria/cartelera-cine-gaumont,Público nacional,3,1167,2018
Salas de cine,Ciudad Autónoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Village,Av. Rivadavia 5071,s/d,1424,s/d,51686868,village.caballito@village.com.ar,https://www.villagecines.com/,Privado comercial,9,1769,2018
Salas de cine,Ciudad Autónoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Cinemark,Beruti 3399,s/d,1425,s/d,57771000,iventura@cinemark.com.ar,https://www.cinemarkhoyts.com.ar,Privado comercial,10,1738,2018
Salas de cine,Ciudad Autónoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Microcine Centro Cultural Recoleta,Junin 1930,s/d,1113,s/d,48031040,evitamaggi@buenosaires.gob.ar,http://www.centroculturalrecoleta.org/,Público municipal,1,100,2018
Salas de cine,Ciudad Autónoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Sisco Box,Laprida 1423,s/d,1425,11,41430660,natipereiradarre@gmail.com,s/d,Privado comercial,2,40,2018
Salas de cine,Ciudad Autónoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Multiplex Lavalle,Lavalle 780,s/d,1047,s/d,43261596,asomma@cinesmultiplex.com.ar,https://www.multiplex.com.ar/,Privado comercial,7,1270,2018
Salas de cine,Ciudad Autónoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Showcase,Monroe 1655,s/d,1428,s/d,47883322,rfarias@naiarg.com.ar,https://www.todoshowcase.com/,Privado comercial,10,2082,2018
Salas de cine,Ciudad Autónoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Cinema Del Parque,Nazarre 3135,s/d,1417,s/d,45030200,ibuttironi@cpmcines.com,https://cpmcines.com/home,Privado comercial,2,277,2018
Salas de cine,Ciudad Autónoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,A.M.I.A.,Pasteur 633,s/d,1028,s/d,49598800,amia@amia.org.ar,https://cultura.amia.org.ar,Privado comunitario ,1,237,2018
Salas de cine,Ciudad Autónoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Atlas Cine,Rivera Indarte 44,s/d,1406,s/d,43135050,info@atlascines.com.ar,cineatlasweb.com.ar,Privado comercial,5,1263,2018
Salas de cine,Ciudad Autónoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Edén,Santa Fe 1825,s/d,1123,s/d,43283150,jse13310@gmail.com,s/d,Privado comercial,1,30,2018
Salas de cine,Ciudad Autónoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Cine Ideal Solo Adultos,Suipacha 378,s/d,1008,s/d,43263300,s/d,s/d,Privado comercial,5,770,2018
Salas de cine,Ciudad Autónoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Village,Vicente Lopez 2050,s/d,1128,s/d,51280828,village.recoleta@village.com.ar,https://www.villagecines.com/,Privado comercial,10,1776,2018
Salas de cine,Ciudad Autónoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Multiplex,Vuelta De Obligado 2199,s/d,1428,s/d,47818187,gfeldman@cinesmultiplex.com,https://www.multiplex.com.ar/,Privado comercial,8,2314,2018
Salas de cine,Buenos Aires,Trenque Lauquen,Trenque Lauquen,Espacio Incaa Cine Barrio Alegre,9 De Julio 133,Planta Baja,6400,2392,432001,clubbarrioalegre@cetl.com.ar,https://www.facebook.com/cinebarrio3d/,Privado comercial,1,1200,2018
Salas de cine,Buenos Aires,Lobos,Lobos,Cine Teatro Italiano,9 De Julio 142,s/d,7240,2227,431228,cultural@lobos.gov.ar,https://www.facebook.com/teatrocineitaliano/,Público municipal,1,350,2018
Salas de cine,Buenos Aires,Moron,Morón,T. Municipalidad G. De La Ferrere,Alte. Brown 990,s/d,1708,s/d,44831412,teatrolaferreremoron@gmail.com,http://www.moron.gob.ar/nuestra-gestion/cultura/accion-cultural/#,Público municipal,1,133,2018
Salas de cine,Buenos Aires,Necochea,Necochea,Cine Teatro París,Av. 59 2868,s/d,7630,2262,647459,info@cineteatroparis.com,https://www.facebook.com/cineteatroparis.necochea/,Privado comercial,1,915,2018
Salas de cine,Buenos Aires,Tapalque,Tapalque,Espacio Incaa Centro Cultural Municipal Dr. Ricardo Romera,Av. 9 De Julio Y Av. San Martin,s/d,7303,2283,420248,adolfolivio@hotmail.com,http://www.municipiodetapalque.gob.ar/?tag=centro-cultural-dr-ricardo-romera,Público municipal,1,264,2018
Salas de cine,Buenos Aires,Chacabuco,Chacabuco,Teatro Italiano Espacio INCAA,Av. Alsina 29,s/d,6740,2352,428776,celiae06@hotmail.com,https://www.facebook.com/Teatro-Italiano-Galer%C3%ADa-de-Arte-434088023281257/,Público municipal,1,289,2018
Salas de cine,Buenos Aires,Quilmes,Quilmes,Hoyts,Av. Calchaqui 3950,s/d,1879,s/d,57771000,rmazzutti@hoyts.com.ar,https://www.cinemarkhoyts.com.ar/,Privado comercial,12,2580,2018
Salas de cine,Buenos Aires,Chivilcoy,Chivilcoy,Metropol,Av. Ceballos 29,s/d,6620,2346,422555,lagandolfo@yahoo.com.ar,https://www.facebook.com/CineMetropolChivilcoy/,Privado comercial,1,500,2018
Salas de cine,Buenos Aires,Tigre,Rincón de Milberg,Nordel Cinema,Av. De Los Lagos 7010,s/d,1617,s/d,48710193,s/d,http://www.nordeltacc.com.ar/,Privado comercial,5,969,2018
Salas de cine,Buenos Aires,Lomas de Zamora,Temperley,Hoyts,Av. Hipolito Irigoyen 10699,s/d,1834,s/d,57771000,rmazzutti@hoyts.com.ar,https://www.cinemarkhoyts.com.ar/,Privado comercial,9,2382,2018
Salas de cine,Buenos Aires,Malvinas Argentinas,Los Polvorines,Cinemark,Av. Illia 3770,s/d,1613,s/d,57771000,iventura@cinemark.com.ar,https://www.cinemarkhoyts.com.ar,Privado comercial,10,2414,2018
Salas de cine,Buenos Aires,La Matanza,San Justo,Cinemark,Av. Juan Manuel De Rosas 3990,s/d,1754,s/d,57771000,iventura@cinemark.com.ar,https://www.cinemarkhoyts.com.ar,Privado comercial,6,1843,2018
Salas de cine,Buenos Aires,Tres de Febrero,Ciudadela,Nuevo Ciudadela,Av. Maipu 3927,s/d,1702,s/d,46535914,nuevociudadela@yahoo.com.ar,s/d,Privado comercial,2,350,2018
Salas de cine,Buenos Aires,Lincoln,Lincoln,Cine Club Jorge Newbery,Av. Massey 839,s/d,6070,2355,421928,clubjnewbery@gmail.com,https://www.facebook.com/clubjorgenewberylincoln/,Privado comercial,1,483,2018
Salas de cine,Buenos Aires,Pergamino,Pergamino,Cinema,Av. Mayo Y San Nicolas,Piso 1,2700,2477,443932,cinemapergamino@bbt11.com.ar,http://vamosacinema.com/,Privado comercial,2,556,2018
Salas de cine,Buenos Aires,La Costa,San Clemente,Gran Tuyu,Av. San Martin 181,s/d,7105,225,2521025,cinesdelacosta@yahoo.com.ar,https://www.facebook.com/cine.tuyu/,Privado comercial,1,450,2018
Salas de cine,Buenos Aires,Florencio Varela,Florencio Varela,Cinemacenter,Av. San Martin 554 Y Av. Del Trabajo,s/d,1888,s/d,42370445,centervarela@cinemacenter.com.ar,http://www.cinemacenter.com.ar/,Privado comercial,6,1327,2018
Salas de cine,Buenos Aires,Bahia Blanca,Bahía Blanca,Cinemacenter,Av. Sarmiento 2153,s/d,8000,291,4535844,centerbahia@cinemacenter.com.ar,http://www.cinemacenter.com.ar/,Privado comercial,7,1501,2018
Salas de cine,Buenos Aires,Pinamar,Pinamar,Oasis,Av. Shaw 644,s/d,7167,225,4497333,exhibidoraatlantica@yahoo.com.ar,http://www.cineoasis.com.ar/,Privado comercial,2,744,2018
Salas de cine,Buenos Aires,Chivilcoy,Chivilcoy,Cine Español Chivilcoy,Av. Suarez 86,s/d,6620,2346,427272,laganadolfo@yahoo.com.ar,https://www.facebook.com/cinechivilcoy/,Privado comercial,1,500,2018
Salas de cine,Buenos Aires,Moreno,Moreno,Hoyts,Av. Victorica 1128,s/d,1744,s/d,57771000,rmazzutti@hoyts.com.ar,https://www.cinemarkhoyts.com.ar/,Privado comercial,10,2476,2018
Salas de cine,Buenos Aires,Bragado,Bragado,Espacio Incaa Florencio Constantino,Belgrano 1260,s/d,6640,2342,422060,culturabragado@gmail.com,s/d,Público municipal,1,750,2018
Salas de cine,Buenos Aires,Bahia Blanca,Bahía Blanca,Amodeo Visión,Belgrano 153,s/d,8000,291,4547639,s/d,s/d,Privado comercial,3,907,2018
Salas de cine,Buenos Aires,General Pueyrredon,Mar del Plata,Pigalle,Belgrano 2327,s/d,7600,223,490306,danielmazzitello@hotmail.com,s/d,Privado comercial,2,120,2018
Salas de cine,Buenos Aires,San Pedro,San Pedro,Cine Teatro La Palma,Belgrano 961,s/d,2930,3329,427251,cineteatrolapalma@gmail.com,https://www.facebook.com/MEC.LaPalma/,Privado comercial,2,471,2018
Salas de cine,Buenos Aires,General Pueyrredon,Mar del Plata,Lisieux Diagonal,Belgrano Y Diag. Pueyrredon 3058,s/d,7600,223,4999200,recepcion666@cinemacenter. com.ar,http://dixain.wixsite.com/paseodiagonal/cines,Privado comercial,4,687,2018
Salas de cine,Buenos Aires,San Isidro,Boulogne,Cinemark Soleil,Bernardo De Yrigoyen 2647,s/d,1609,s/d,57771000,iventura@cinemark.com.ar,https://www.cinemarkhoyts.com.ar,Privado comercial,6,1895,2018
Salas de cine,Buenos Aires,Azul,Azul,Flix Cinema,Bolivar 416,s/d,7300,2281,432580,flixcinema@hotmail.com,http://azul.flixcinema.com.ar/,Privado comercial,1,160,2018
Salas de cine,Buenos Aires,Vicente Lopez,Vicente López,Zona Cine Coto Olivos,Borges 309 Y Espora 3030,s/d,1638,11,47113478,maciro@coto.com.ar,https://www.zonacines.com.ar,Privado comercial,2,489,2018
Salas de cine,Buenos Aires,General Pueyrredon,Mar del Plata,Teatro Auditorium,Bv. Maritimo 2280,s/d,7600,223,4937786,direccionauditorium@hotmail.com,http://programacionauditorium.blogspot.com/,Público provincial,3,1563,2018
Salas de cine,Buenos Aires,Mercedes,Mercedes,Cine Mercedes,Calle 20 728,s/d,6600,2324,432700,cine-mercedes@hotmail.com,http://cinemercedes.com/,Privado comercial,1,190,2018
Salas de cine,Buenos Aires,General Alvarado,Miramar,Cine Atlántico,Calle 21 1564,s/d,7607,2291,420167,recepcion666@cinemacenter.com.ar,http://www.cineteatroatlantico.com.ar/,Privado comercial,1,902,2018
Salas de cine,Buenos Aires,La Costa,Santa Teresita,Yanel,Calle 32 372,s/d,7107,224,6520348,s/d,s/d,Privado comercial,2,635,2018
Salas de cine,Buenos Aires,La Costa,Santa Teresita,Atlántico,Calle 41 258,s/d,7107,224,6528800,cinesdelacosta@yahoo.com.ar,s/d,Privado comercial,1,1107,2018
Salas de cine,Buenos Aires,La Plata,La Plata,Cinema Paraíso,Calle 46 780,s/d,1900,221,4834074,fharari@hotmail.com.ar,http://www.cinemalaplata.com,Privado comercial,4,603,2018
Salas de cine,Buenos Aires,Colon,Colón,Cine Teatro Colon,Calle 48 Y 19,s/d,2720,2477,515644,cineteatrocolon@hotmail.com,http://cineteatrocolon.com.ar,Privado comercial,1,270,2018
Salas de cine,Buenos Aires,La Plata,La Plata,Cinema,Calle 49 621,s/d,1900,221,4259873,fharari@hotmail.com.ar,http://www.cinemalaplata.com,Privado comercial,6,1613,2018
Salas de cine,Buenos Aires,La Plata,La Plata,Cine Municipal Select,Calle 50 Esq 49 Y 6,s/d,1900,221,4271210,cineylocacioneslaplata@gmail.com,http://www.cultura.laplata.gov.ar/lugar/cine-municipal-select,Público municipal,1,174,2018
Salas de cine,Buenos Aires,La Costa,Las Toninas,Las Toninas,Calle 7 1564 Entre 36 Y 38,s/d,7106,2246,431050,s/d,s/d,Privado comercial,1,245,2018
Salas de cine,Buenos Aires,La Plata,La Plata,Cinema,Calle 7 923,s/d,1900,221,4839947,fharari@hotmail.com.ar,http://www.cinemalaplata.com,Privado comercial,7,2184,2018
Salas de cine,Buenos Aires,Necochea,Necochea,Cines Ocean,Calle 83 350,s/d,7630,s/d,s/d,pedroacostaesteves@hotmail.com,https://www.cinesocean.com.ar/,Privado comercial,3,1620,2018
Salas de cine,Buenos Aires,Bahia Blanca,Bahía Blanca,Cines Del Centro - Cine Visión,Chiclana 452,s/d,8000,291,4547575,s/d,http://www.cinesdelcentrobb.com.ar/,Privado comercial,2,501,2018
Salas de cine,Buenos Aires,Tres Arroyos,Tres Arroyos,Cine El Solar Del Tortoni,Colon 255,s/d,7500,2983,425097,cinetortoni@eternet.com,http://www.elsolardeltortoni.com.ar/,Privado comercial,1,160,2018
Salas de cine,Buenos Aires,Malvinas Argentinas,Tortuguitas,Cinemark,Constituyentes Y Au Panamericana Km 36.5,s/d,1667,s/d,57771000,iventura@cinemark.com.ar,https://www.cinemarkhoyts.com.ar,Privado comercial,8,1905,2018
Salas de cine,Buenos Aires,General Pueyrredon,Mar del Plata,Cinemacenter,Cordoba 1673,s/d,7600,223,4957271,hbroemser@cinemacenter.com.ar,http://www.cinemacenter.com.ar/,Privado comercial,4,947,2018
Salas de cine,Buenos Aires,General Juan Madariaga,General Madariaga,Espacio INCAA Gral. Madariaga,Dr. Carlos Madariaga 499,s/d,7163,2267,552861,casadelacultura@hotmail.com,https://www.facebook.com/Espacio-INCAA-Madariaga-888001574621995/,Público municipal,1,230,2018
Salas de cine,Buenos Aires,Moreno,Haedo,Showcase,Dr. Luis Guemes 393,s/d,1706,s/d,44439700,naiarg@naiarg.com.ar,https://www.todoshowcase.com/,Privado comercial,14,3890,2018
Salas de cine,Buenos Aires,Vicente Lopez,Munro,Showcase,E. Echeverria 3750,s/d,1605,s/d,47565900,naiarg@naiarg.com.ar galberdi@naiarg.com.ar,https://www.todoshowcase.com/,Privado comercial,17,4214,2018
Salas de cine,Buenos Aires,Tres de Febrero,Villa Bosch,Víctor Show Cinemas,El Payador 5539,s/d,1682,s/d,48440561,julio.perazzelli@hotmail.com,https://www.facebook.com/VictorShowCinemas/,Privado comercial,3,413,2018
Salas de cine,Buenos Aires,General Pueyrredon,Mar del Plata,Cine Cristal,Entre Rios 1783,s/d,7600,223,4914733,consultoraad@live.com.ar,s/d,Privado comercial,2,40,2018
Salas de cine,Buenos Aires,Ezeiza,Ezeiza,Multiplex,Formosa 653,Piso 1,1804,s/d,50750446,ldominguez@cinesmultiplex.com.ar,https://www.multiplex.com.ar/,Privado comercial,6,1132,2018
Salas de cine,Buenos Aires,Avellaneda,Avellaneda,Atlas Cine,Guemes 897,s/d,1870,s/d,43135050,info@atlascines.com.ar,cineatlasweb.com.ar,Privado comercial,6,1275,2018
Salas de cine,Buenos Aires,La Costa,Mar de Ajó,California,Hipolito Irigoyen 18,s/d,7112,2257,422022,exhibidoraatlantica@yahoo.com.ar,https://www.facebook.com/Cine-California-MDA-241279462590816/,Privado comercial,2,551,2018
Salas de cine,Buenos Aires,Almirante Brown,Adrogué,Atlas Cine,Hipolito Yrigoyen 13200,s/d,1846,s/d,43135050,info@atlascines.com.ar,cineatlasweb.com.ar,Privado comercial,10,2505,2018
Salas de cine,Buenos Aires,General Belgrano,General Belgrano,Cine Teatro Español,Larrea 688,s/d,7223,2243,453060,cultura@belgranomun.gob.ar,https://www.facebook.com/CINE-ESPA%C3%91OL-General-Belgrano-1440074889579719/,Público municipal,1,378,2018
Salas de cine,Buenos Aires,Tres Lomas,Tres Lomas,Cine Teatro Español,Monteverde 257,s/d,6409,2394,420855,rominaamutio@hotmail.com,https://www.facebook.com/cinetreslomas/,Privado comercial,1,300,2018
Salas de cine,Buenos Aires,Quilmes,Quilmes,Showcase,Olavarria 180,s/d,1878,s/d,42576006,naiarg@naiarg.com.ar,https://www.todoshowcase.com/,Privado comercial,8,1730,2018
Salas de cine,Buenos Aires,Benito Juarez,Benito Juarez,Centro Cultural Atilio Marinelli,Otamendi Y Av. San Martin,s/d,7020,11,5313467,ccatiliomarinelli@gmail.com,https://www.facebook.com/Centro-Cultural-Atilio-Marinelli-de-Benito-Ju%C3%A1rez-1396556527284843/,Público municipal,1,350,2018
Salas de cine,Buenos Aires,Tandil,Tandil,Cinemacenter,Panama 351,s/d,7000,2494,424251,centertandil@cinemacenter.com.ar,http://www.cinemacenter.com.ar/,Privado comercial,4,758,2018
Salas de cine,Buenos Aires,Pilar,Pilar,Village,Panamericana Ac. Norte Km 50,s/d,1629,230,4650505,village.pilar@village.com.ar,https://www.villagecines.com/,Privado comercial,9,2675,2018
Salas de cine,Buenos Aires,San Isidro,Martínez,Hoyts,Parana 3745,s/d,1640,s/d,41188118,rmazzutti@hoyts.com.ar,https://www.cinemarkhoyts.com.ar/,Privado comercial,16,3427,2018
Salas de cine,Buenos Aires,Villa Gesell,Villa Gesell,Atlantic,Paseo 105 Entre 3 Y 2,s/d,7165,2255,462323,cineatlanticgesell@gmail.com,http://cineatlantic.com.ar/,Privado comercial,1,400,2018
Salas de cine,Buenos Aires,Chacabuco,Chacabuco,Cine Teatro Español,Pueyrredon 29,s/d,6740,2352,442172,estudiodiazpalacio@gmail.com,http://cinemachacabuco.com.ar/,Privado comercial,1,700,2018
Salas de cine,Buenos Aires,General Pueyrredon,Mar del Plata,Cinemacenter,Rivadavia 3050,s/d,7600,223,4999200,gpaai@cinemacenter.com.ar,http://www.cinemacenter.com.ar/,Privado comercial,2,487,2018
Salas de cine,Buenos Aires,Maipu,Maipú,Cine Teatro Sociedad Italiana,Rivadavia 555,s/d,7160,2268,421649,marinagole@yahoo.com.ar,https://www.facebook.com/CineTeatroSociedadItalianaMaipu,Privado comercial,1,450,2018
Salas de cine,Buenos Aires,La Matanza,Gonzalez Catán,Cpm Cinemas Catan Shopping,Ruta 3 Km 29 Bj Manuel De Rosas 14457,s/d,1759,s/d,49534489,cpmcinemas@gmail.com,https://cpmcines.com,Privado comercial,6,1114,2018
Salas de cine,Buenos Aires,Las Flores,Las Flores,Cine San Martin,San Martin 593,s/d,7200,2244,462332,estre-c@hotmail.com,http://www.cinesanmartin3d.com.ar/,Privado comercial,1,0,2018
Salas de cine,Buenos Aires,Lanus,Lanús,Zona Cines Coto Lanús,Warnes 2450,s/d,1824,11,42399300,maciro@coto.com.ar,https://www.zonacines.com.ar,Privado comercial,8,2037,2018
Salas de cine,Buenos Aires,Tandil,Tandil,Espacio INCAA Unicen,Yrigoyen 662,s/d,7000,249,4628324,martinezmcarla@yahoo.com.ar,https://www.unicen.edu.ar/content/funciones-espacio-incaa-unicen-ahora-tambi%C3%A9n-podes-seguirnos-en-instagram,Público nacional,1,430,2018
Salas de cine,Catamarca,Capital,Catamarca,Cine Teatro Catamarca,San Martín 555,s/d,4700,383,4439129,s/d,http://www.turismo.catamarca.gob.ar/?vh_accommodation=teatros-en-sfvc/cine-teatro-catamarca,Público municipal,1,1103,2018
Salas de cine,Buenos Aires,La Matanza,San Justo,Espacio INCAA Km 16 La Matanza ,Av. Illia 2340,s/d,1754,11,35316634,"info@ccvb.org.ar
",http://www.ccvb.org.ar/cinespecioincaa.html,Privado independiente,1,390,2018
