provincia,localidad,nombre,direccion,denominacion_especifica,jurisdiccion _declaratoria,fecha_de_inauguracion,decreto_o_ley,numero_de_decreto_o_ley,,,
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Sara Eccleston,Cementerio Británico,Sepulcro,Nacional,21/4/2010,Decreto,525,,,
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,"Sector de la fachada principal sobre av. Córdoba desde vestíbulo de acceso hasta calle Ayacucho y el ala oeste hasta calle Paraguay de la Escuela Normal Nº 1 ""Presidente Roque Saenz Peña""",Córdoba 1951,Monumento Histórico,Nacional,16/5/1997,Decreto,437,,,
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Sede Central del Círculo Militar (ex Palacio Paz),Avenida Santa Fe Nros. 702/750/754,Monumento Histórico Artístico,Nacional,21/7/2014,Decreto,1150,,,
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Sede del Congreso de 1880. (Museo Histórico Sarmiento),"Cuba 2061/79, esquina Juramento 2156",Monumento Histórico,Nacional,30/9/1938,Ley,12569,,,
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Servicio Nacional de Rehabilitación - Ampliación declaratoria Ley 24976,"Pabellón (Automotores), Pabellón (cedidos a la USAM), Pabellón (cedido al INCUCAI), Pabellón (Administración), Pabellón (de rehabilitación y deportes), pileta de natación descubierta (con sus instalaciones), chalet que actualmente ocupa el sector de auto",Monumento Histórico,Nacional,24/1/2013,Decreto,106,,,
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,"Servicio Nacional de Rehabilitación - Chalet en escala infantil, edificio del Banco (actual capilla), a la fuente diseñados a escala infantil, y el edificio original",s/d,Monumento Histórico,Nacional,24/1/2013,Decreto,106,,,
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,"Servicio Nacional de Rehabilitación - Jardín con sus caminos, accesos, equipamiento mobiliario y lumínico, vegetación, pérgola y fuente",s/d,Bien de Interés Histórico Artístico,Nacional,24/1/2013,Decreto,106,,,
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Servicio Nacional de Rehabilitación y del Instituto de Rehabilitación Psicofísico - Conjunto edilicio,"Calles Blanco Encalada, Ramsay, Echeverría, Húsares, Juramento y Dragones",Lugar Histórico,Nacional,24/1/2013,Decreto,106,,,
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Servicio Nacional de Rehabilitación y Promoción de la Persona con Discapacidad-Instituto Nacional de rehabilitación del lisiado (INCUCAI),Ramsay 2250,Monumento Histórico,Nacional,20/5/1998,Ley,24976,,,
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Sinagoga de la Congregación Israelita Argentina,Libertad 761/69/73/85,Monumento Histórico,Nacional,29/12/2000,Decreto,1296,,,
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Sitio donde fue fusilado el Gral. Juan José Valle,Salguero y Av. Las Heras,Lugar Histórico,Nacional,30/12/2008,Decreto,2388,,,
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Solar donde vivió y murió el Alte. Guillermo Brown,Martín García 584,Lugar Histórico,Nacional,22/6/1948,Decreto,18536,,,
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Solar que ocupa el edificio de la Asociación Mutual Israelita Argentina (AMIA),Pasteur 633,Lugar Histórico,Nacional,16/7/2007,Ley,26269,,,
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Teatro Colón,"Libertad, Tucumán, Arturo Toscanini y Cerrito",Monumento Histórico,Nacional,20/11/1989,Decreto,1259,,,
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Teatro General San Martín,Av. Corrientes 1530,Monumento Histórico,Nacional,21/6/2011,Decreto,837,,,
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Teatro Liceo,Av. Rivadavia 1485 y 1499,Monumento Histórico,Nacional,21/6/2011,Decreto,837,,,
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Teatro Maipo,Esmeralda 433,Monumento Histórico,Nacional,21/6/2011,Decreto,837,,,
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Teatro Nacional Cervantes,"Libertad 807/15/21/27/35/41, esq. Av. Córdoba 1167/71/85/87/95/99",Monumento Histórico,Nacional,27/9/1995,Ley,24570,,,
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Templo de San Francisco,Alsina y Defensa,Monumento Histórico,Nacional,21/5/1942,Decreto,120412,,,
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Templo de San Ignacio,Bolívar 225,Monumento Histórico,Nacional,21/5/1942,Decreto,120412,,,
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Templo de San Telmo. Iglesia de San Pedro González Telmo,Humberto I 340,Monumento Histórico,Nacional,21/5/1942,Decreto,120412,,,
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Tercera Orden Franciscana Seglar,Alsina 340/44/46/48,Monumento Histórico,Nacional,21/11/2000,Decreto,1079,,,
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Thomas Bridges,Cementerio Británico,Sepulcro,Nacional,21/4/2010,Decreto,525,,,
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Tiro Federal Argentino,Av. del Libertador 7001,Monumento Histórico,Nacional,28/12/2005,Decreto,1680,,,
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Tte. Gral. Donato Alvarez,Recoleta,Sepulcro,Nacional,22/2/1974,Decreto,649,,,
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Tte. Gral. Eduardo Lonardi,Recoleta,Sepulcro,Nacional,25/10/1960,Ley,15451,,,
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Tte.Cnel.de Marina Erasmo Obligado,Recoleta,Sepulcro,Nacional,12/6/1962,Decreto,5407,,,
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Usina Pedro de Mendoza de la Compañía ex Italo Argentina de Electricidad de Buenos Aires,Avenida Pedro de Mendoza 501,Bien de Interés Histórico Arquitectónico,Nacional,2/5/2008,Ley,26366,,,
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Valentín Alsina,Recoleta,Sepulcro,Nacional,11/7/1946,Decreto,2236,,,
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Vicente Fidel López,Recoleta,Sepulcro,Nacional,31/1/1946,Decreto,3039,,,
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Vicente López y Planes,Recoleta,Sepulcro,Nacional,31/1/1946,Decreto,3039,,,
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Vuelta de Rocha,s/d,Lugar Histórico,Nacional,22/6/1948,Decreto,18540,,,
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Yacht Club Argentino,Espigón sur de la Dársena Norte del antiguo Puerto Madero,Monumento Histórico,Nacional,11/6/2001,Decreto,766,,,
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Yacimientos Petrolíferos Fiscales (YPF),Diagonal Norte 765/777,Monumento Histórico,Nacional,14/1/2010,Decreto,71,,,
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,sede central del Automóvil club Argentino,Avenida del Libertador 1850,Monumento Histórico Nacional,Nacional,11/8/2017,Decreto,637,,,
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,"Hospital Militar Central  - Hospital General 601- Cirujano Mayor ""Dr. Cosme Argerich""",Av. Luis María Campos 726-800,Monumento Histórico Nacional,Nacional,19/1/2018,Decreto,56,,,
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Instituto Nacional Sanmartiniano,Alejandro María de Aguado  2842,Monumento Histórico Nacional,Nacional,20/12/2017,Decreto,1056,,,
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,"Conjunto escultórico ""El Abuelo Inmortal""",Plaza Grand Bourg,Bien de interés artístico Nacional,Nacional,20/12/2017,Decreto,1056,,,
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Escuela Presidente Roca,Libertad 581,Monumento Histórico Nacional,Nacional,18/10/2017,Decreto,832,,,
Catamarca,s/d,"Yacimiento Arqueológico ""Fuerte del Pantano""",s/d,Monumento Histórico,Nacional,30/12/1966,Decreto,5175,,,
Catamarca,Ambato,Los restos del Pucará de Aconquija,"Distrito Singuil, Campo ""Las Chacritas""",Monumento Histórico,Nacional,5/11/1997,Decreto,1145,,,
Catamarca,Andalgalá,"Restos del ""Potrero de Chaquiago""","Compuesto por tres sectores: ""Los Abrego"" (Dirección de Catastro Sec. 16, lotes 9 y 10 y parte de los lotes 1, 2 y 11), ""Los Re­tambay"" (campos comuneros) y ""La Solana"" (campos comuneros) que comprenden seis (6) hectáreas",Monumento Histórico,Nacional,9/3/1989,Decreto,325,,,
Catamarca,Antofagasta de la Sierra,Restos pictóricos de arte rupestre del paraje denominado Campo de Tobas,Paraje denominado Campo de Tobas,Monumento Histórico,Nacional,5/11/1997,Ley,24883,,,
Catamarca,Antofagasta de la Sierra,Ruinas de Incahuasi,"Próximo al ""Salar del Hombre Muerto"", en el límite entre las Provincias de Catamarca y Salta.",Monumento Histórico,Nacional,17/12/1943,Decreto,16482,,,
Catamarca,Belén,Algarrobo en el solar donde nació el poeta Luis Leopoldo Franco,Conrado Tula,Bien de Interés Histórico,Nacional,11/4/2002,Ley,25581,,,
Catamarca,Belén,"El establecimiento inka ""El Shincal de Quimivil""",Distrito Londres,Monumento Histórico,Nacional,5/11/1997,Decreto,1145,,,
Catamarca,Belén,Solar donde nació y pasó su infancia el escritor poeta y filósofo Luis Leopoldo Franco,Conrado Tula,Lugar Histórico,Nacional,11/4/2002,Ley,25581,,,
Catamarca,Catamarca,Catedral,Sarmiento 631,Monumento Histórico,Nacional,12/8/1941,Decreto,98076,,,
Catamarca,Catamarca,Gral. Octaviano Navarro,Cementerio de Catamarca,Sepulcro,Nacional,2/10/1946,Decreto,12806,,,
Catamarca,Catamarca,Hogar Escuela Nº 601 Fray Mamerto Esquiú,"José O. de Aguilera. Juan Archeverroa, Almafuerte, Eva Perón y Echeverría",Monumento Histórico,Nacional,3/11/2015,Decreto,2297,,,
Catamarca,Catamarca,Seminario Diocesano Nuestra Señora del Valle,San Martín 954,Monumento Histórico,Nacional,12/1/2009,Ley,26469,,,
Catamarca,Catamarca,Templo de San Francisco,Esquiú 558,Monumento Histórico,Nacional,12/8/1941,Decreto,98076,,,
Catamarca,Fiambalá,Iglesia de Fiambalá,"Sobre Ruta Nac. Nº 60, a 49 km. de Tinogasta ya 300 km. de la ciudad capital",Monumento Histórico,Nacional,28/11/1941,Decreto,106844,,,
Catamarca,Fray Mamerto Esquiú,Capilla de Nuestra Señora del Rosario en Piedra Blanca,"A 2 km. de San José y a 16 km. de San Fernando del Valle de Catamarca. Se accede por Ruta Provincial N°33, en las cercanías de La Callecita",Monumento Histórico,Nacional,12/8/1941,Decreto,98076,,,
Catamarca,Fray Mamerto Esquiú,Capilla del Señor de los Milagros en San José de Piedras Blancas (Parroquia de Los Segura),A 17 km de San Fernando del Valle de Catamarca y a 80 m de la Ruta Prov. N°41. A 5 km de la Localidad de San José de Piedra Buena,Monumento Histórico,Nacional,12/8/1941,Decreto,98076,,,
Catamarca,Hualfin,Capilla de Hualfin,"Sobre Ruta Nac. 40, a 315 km de S. F. de Catamarca",Monumento Histórico,Nacional,13/10/1967,Decreto,7531,,,
Catamarca,Piedra Blanca,Casa Natal de Fray Mamerto Esquiú,En San José a 14 km de San Fernando del Valle de Catamarca. (Ruta Prov. N° 41),Monumento Histórico,Nacional,27/8/1935,Ley,12191,,,
Catamarca,Santa María,"Poblado del Cerro ""El Mendocino""","En la cumbre de un cerro de la Sierra del Cajón o de Quilmes, en el Valle de Santa María",Monumento Histórico,Nacional,28/12/1993,Decreto,2677,,,
Catamarca,Santa María,"Poblado Prehispánico de ""Punta de Balasto""","Extremo sur del Valle de Santa María, al borde de la márgen derecha del río del mismo nombre",Monumento Histórico,Nacional,28/12/1993,Decreto,2677,,,
Catamarca,Santa María,Poblado Prehispánico de Loma Rica,"Estribaciones occidentales de la Sierra del Aconquija, en el Valle de Santa María",Monumento Histórico,Nacional,25/1/1994,Decreto,105,,,
Catamarca,Santa María,Poblado Prehispánico Rincón Chico,Sierra del Cajón o Quilmes,Lugar Histórico,Nacional,24/10/1997,Decreto,1110,,,
Catamarca,Santa María,"Restos del poblado prehispánico ""Cerro Pintado de las Mojarras""",Contrafrente de la Sierra del Cajón,Monumento Histórico,Nacional,3/2/1994,Decreto,148,,,
Catamarca,Tinogasta,El poblado prehispánico de Watungasta,s/d,Monumento Histórico,Nacional,5/11/1997,Decreto,1145,,,
Catamarca,San Fernando del Valle de Catamarca,"Escuela Normal Superior N° 1, “Clara Jeannette Armstrong”",Salta 701,Monumento Histórico,Nacional,2/12/2016,Ley,27316,,,
Chaco,s/d,Nuestra Señora de la Concepción del Bermejo (ex ciudad de),s/d,Lugar Histórico,Nacional,17/12/1943,Decreto,16482,,,
Chaco,s/d,"Ruinas del Km.75 de Con.del Bermejo, s/Ruta Nac.Nº5","Sobre Ruta Nacional Nº 95, tramo Presidencia Roque Saenz Peña (Chaco) - Comandante Fontana (Formosa)",Lugar Histórico,Nacional,16/3/1979,Decreto,631,,,
Chaco,s/d,Timbo (Puerto Bermejo),s/d,Lugar Histórico,Nacional,17/12/1943,Decreto,16482,,,
Chaco,Gral. Güemes,Edificio Principal Casa Misional (ex MisiónNueva Pompeya),Localizada en el predio de media manzana ubicado frente a la esquina NE de la Plaza de la localidad Misión Nueva Pompeya. A 233 km de Presidente Roque S. Peña por Ruta Nacional Nº 16 y Provincial Nº 9. A 399 km de Resistencia,Monumento Histórico,Nacional,9/3/1989,Decreto,325,,,
Chaco,Resistencia,Casa por la Memoria del Chaco,Marcelo T. de Alvear 32,Lugar Histórico,Nacional,5/3/2015,Decreto,379,,,
Chaco,Resistencia,Estación Resistencia del ex Ferrocarril Santa Fe - (Estación Francesa),Ubicada en el predio limitado por las Avs. Sarmiento y Laprida y las calles López y Planes y Sargento Cabral,Monumento Histórico,Nacional,9/3/1989,Decreto,325,,,
Chaco,Ríos Teuco y Bermejo,Reducción de Nuestra Señora de Dolores y S.de Mocobi,"Situada en la margen derecha del Río Bermejo a unos 2 km de la Costa; distante unos 61 km de la confluencia del Teuco con el Bermejo aguas arriba, próxima al Fortín del mismo nombre",Lugar Histórico,Nacional,17/12/1943,Decreto,16482,,,
Chaco,Teuco,Reducción de San Bernardo el Vértiz,Entre los parajes la Gringa y el Relevo,Lugar Histórico,Nacional,17/12/1943,Decreto,16482,,,
Chubut,s/d,Manantiales Villarino,"Península Valdés, a la altura del paralelo 42. En Salina Grande",Lugar Histórico,Nacional,28/12/1977,Decreto,3911,,,
Chubut,s/d,Restos del Fuerte San José,"Península Valdés, a la altura del paralelo 42. Campo Suc. Fracaso",Monumento Histórico,Nacional,28/12/1977,Decreto,3911,,,
Chubut,Ameghino,Caleta Hornos,Bahía Gil (antes Bahía de Camarones),Lugar Histórico,Nacional,26/5/1971,Decreto,1359,,,
Chubut,Cholila,"Escuela Nacional Primaria N° 17 ""Maestro Vicente Calderón""",Paraje El Blanco,Monumento Histórico,Nacional,27/9/2004,Decreto,1300,,,
Chubut,Comodoro Rivadavia,Ex-Estación de Ferrocarril,"9 de Julio, Plaza Scalabrini Ortiz",Bien de Interés Histórico,Nacional,12/3/1997,Ley,24798,,,
Chubut,Comodoro Rivadavia,La ex usina del puerto,Av. Hipólito Yrigoyen y Mariano Moreno,Bien de Interés Histórico,Nacional,12/3/1997,Ley,24798,,,
Chubut,Comodoro Rivadavia,Liceo Militar Gral. Roca (ex Hogar Escuela Pte. Perón),Av. Hipólito Yrigoyen Nº 2351,Monumento Histórico,Nacional,3/11/2015,Decreto,2297,,,
Chubut,Comodoro Rivadavia,Museo Nacional del Petróleo,Petrolero San Lorenzo y Calvo,Bien de Interés Histórico,Nacional,12/3/1997,Ley,24799,,,
Chubut,Comodoro Rivadavia,Teatro Español,San Martín 668/674,Bien de Interés Histórico Artístico,Nacional,2/1/2008,Ley,26333,,,
Chubut,Futaleufú,Escuela Nacional Nº 18 de Río Corintos,"Colonia ""16 de Octubre""",Lugar Histórico,Nacional,28/8/1979,Decreto,1908,,,
Chubut,Gaiman,"Capilla""Seion"", de Bryn Gwyn (Loma Blanca)",Gaiman 4323/66,Monumento Histórico,Nacional,13/9/1990,Ley,23826,,,
Chubut,Jose de San Martín,Localidad de José de San Martín,s/d,Lugar Histórico,Nacional,15/7/1998,Ley,25008,,,
Chubut,Jose de San Martín,Predio donde se encuentra el monumento conmemorativo del Cacique Casimiro Biguá,Av. San Martín entre Belgrano y Rivadavia,Lugar Histórico,Nacional,20/5/1998,Ley,24975,,,
Chubut,Trelew,Centro Cultural por la Memoria de Trelew - ex Aeropuerto Viejo de Trelew,s/d,Lugar Histórico,Nacional,7/9/2015,Decreto,1862,,,
Chubut,s/d,Traza del Ferrocarril La Trochita - Estación El Maitén,s/d,Monumento Histórico,Nacional,14/4/1999,Decreto,349,,,
Chubut,s/d,Traza del Ferrocarril La Trochita - Estación Bruno J Thomae,Cushamen,Monumento Histórico,Nacional,14/4/1999,Decreto,349,,,
Chubut,s/d,Traza del Ferrocarril La Trochita - Estación Lequeque,Cushamen,Monumento Histórico,Nacional,14/4/1999,Decreto,349,,,
Chubut,s/d,Traza del Ferrocarril La Trochita - Estación Lepá,Cushamen,Monumento Histórico,Nacional,14/4/1999,Decreto,349,,,
Chubut,s/d,Traza del Ferrocarril La Trochita - Estación Macoyo,Cushamen,Monumento Histórico,Nacional,14/4/1999,Decreto,349,,,
Chubut,s/d,La Trochita - Estación La Cancha,Cushamen,Monumento Histórico,Nacional,14/4/1999,Decreto,349,,,
Chubut,s/d,La Trochita - Estación Nahuel Pan,Futaleufu,Monumento Histórico,Nacional,14/4/1999,Decreto,349,,,
Chubut,s/d,Traza del Ferrocarril La Trochita - Estación Esquel,Esquel,Monumento Histórico,Nacional,14/4/1999,Decreto,349,,,
Chubut,Trelew,Estación Ferroviaria de Trelew,9 de Julio y Fontana,Monumento Histórico,Nacional,12/9/1969,Decreto,5239,,,
Chubut,s/d,Faro Punta Delgada,Punta Delgada,Monumento Histórico,Nacional,15/11/2010,Ley,26650,,,
Córdoba,s/d,"Posta perteneciente al antiguamente denominado ""Camino Real al Alto Perú"" ""Pozo de Tigre",s/d,Lugar Histórico,Nacional,17/1/1999,Ley,25203,,,
Córdoba,s/d,"Posta perteneciente al antiguamente denominado ""Camino Real al Alto Perú"" ""El Chañar""",s/d,Lugar Histórico,Nacional,17/1/1999,Ley,25203,,,
Córdoba,s/d,"Posta perteneciente al antiguamente denominado ""Camino Real al Alto Perú"" ""Las Piedritas""",s/d,Lugar Histórico,Nacional,17/1/1999,Ley,25203,,,
Córdoba,s/d,"Posta perteneciente al antiguamente denominado ""Camino Real al Alto Perú"" ""San Francisco Viejo""",s/d,Lugar Histórico,Nacional,17/1/1999,Ley,25203,,,
Córdoba,s/d,"Posta perteneciente al antiguamente denominado ""Camino Real al Alto Perú"" ""San Pedro Viejo""",s/d,Lugar Histórico,Nacional,17/1/1999,Ley,25203,,,
Córdoba,s/d,"Posta perteneciente al antiguamente denominado ""Camino Real al Alto Perú"" ""Santa Cruz""",s/d,Lugar Histórico,Nacional,17/1/1999,Ley,25203,,,
Córdoba,s/d,"Posta perteneciente al antiguamente denominado ""Camino Real al Alto Perú"" ""Inti Huasi""",s/d,Lugar Histórico,Nacional,17/1/1999,Ley,25203,,,
Córdoba,s/d,"Posta perteneciente al antiguamente denominado ""Camino Real al Alto Perú"" ""Ojo de Agua""",s/d,Lugar Histórico,Nacional,17/1/1999,Ley,25203,,,
Córdoba,s/d,"Posta perteneciente al antiguamente denominado ""Camino Real al Alto Perú"" ""Macha""",s/d,Lugar Histórico,Nacional,17/1/1999,Ley,25203,,,
Córdoba,s/d,"Posta perteneciente al antiguamente denominado ""Camino Real al Alto Perú"" ""Los Talas",s/d,Lugar Histórico,Nacional,17/1/1999,Ley,25203,,,
Córdoba,s/d,"Posta perteneciente al antiguamente denominado ""Camino Real al Alto Perú"" ""Castellanos""",s/d,Lugar Histórico,Nacional,17/1/1999,Ley,25203,,,
Córdoba,Alta Gracia,"La iglesia y sacristía; la casa  vivienda (hoy llamada Casa del Virrey), el obraje, el mirador o miramar, el tajamar y las ruinas de lo que fueron el viejo molino y batanes de la Estancia Jesuítica de Alta Gracia. (Modifica y amplía el Decreto 90732/41)",s/d,Monumento Histórico,Nacional,26/3/1954,Decreto,4724,,,
Córdoba,Alta Gracia,"Reducción de Alta Gracia (redenominada como ""Estancia de Alta Gracia"" y ampliada por Decreto 4724/54)","Av. M. Solares, entre R. Sáenz Peña al Norte y J. Nieto al Sur",Monumento Histórico,Nacional,14/5/1941,Decreto,90732,,,
Córdoba,Bialet Massé,"Horno ""La Primera Argentina""","A la vera de la Ruta Nacional 38, kilómetro 29 (Avenida Belgrano 120)",Bien de Interés Histórico,Nacional,18/2/2008,Decreto,264,,,
Córdoba,Calamuchita,Complejo Unidad Turística de Embalse de Río Tercero,"Pedanía Cóndores, Municipio de Embalse",Monumento Histórico,Nacional,24/6/2013,Decreto,784,,,
Córdoba,Colon,Finca de Saldan,"Rivera Indarte 26, con acceso por Dean Funes 64",Lugar Histórico,Nacional,28/10/1941,Decreto,104179,,,
Córdoba,Córdoba,Academia Nacional de Ciencias,Av. Velez Sarsfield 229/249,Monumento Histórico,Nacional,7/12/1994,Ley,24414,,,
Córdoba,Córdoba,Banco de la Provincia de Córdoba,San Jerónimo 166,Monumento Histórico,Nacional,9/11/2000,Decreto,1042,,,
Córdoba,Córdoba,Cabildo de la Ciudad de Córdoba,Independencia 34,Monumento Histórico,Nacional,14/5/1941,Decreto,90732,,,
Córdoba,Córdoba,Capilla de San Roque,Obispo Salguero 96,Monumento Histórico,Nacional,28/10/1941,Decreto,104179,,,
Córdoba,Córdoba,Capilla del Obispo Mercadillo,Rosario de Santa Fe 39,Monumento Histórico,Nacional,14/5/1941,Decreto,90732,,,
Córdoba,Córdoba,Capilla Jesuítica del Barrio Quinta Santa Ana,El Recodo 1581,Monumento Histórico,Nacional,23/10/1953,Decreto,20111,,,
Córdoba,Córdoba,Casa del Virrey Sobremonte,Rosario de Santa Fe 218,Monumento Histórico,Nacional,14/5/1941,Decreto,90732,,,
Córdoba,Córdoba,Catedral de la ciudad de Córdoba,Independencia 76,Monumento Histórico,Nacional,14/5/1941,Decreto,90732,,,
Córdoba,Córdoba,Cine Teatro Moderno,Colón Nº 1561,Bien de Interés Histórico,Nacional,22/7/2014,Decreto,1162,,,
Córdoba,Córdoba,Colegio Nacional de Monserrat,Obispo Trejo 292/294,Monumento Histórico,Nacional,14/7/1938,Ley,12365,,,
Córdoba,Córdoba,Dalmacio Vélez Sarsfield,Palacio de Justicia,Sepulcro,Nacional,7/7/1982,Decreto,43,,,
Córdoba,Córdoba,Deán Gregorio Funes,Catedral de Córdoba,Sepulcro,Nacional,31/1/1946,Decreto,3039,,,
Córdoba,Córdoba,"Escuela ""Jerónimo Luis de Cabrera""",Santa Rosa 650,Bien de Interés Artístico,Nacional,30/3/2009,Ley,26483,,,
Córdoba,Córdoba,Espacio para la Memoria y la Promoción de Derechos Humanos ex CCD “Campo de la Ribera”,s/d,Lugar Histórico,Nacional,24/11/2015,Decreto,2521,,,
Córdoba,Córdoba,ex Centro Clandestino de Detención “D2” Archivo Provincial de la Memoria,Pasaje Santa Catalina Nros. 40/60/66,Lugar Histórico,Nacional,5/3/2015,Decreto,379,,,
Córdoba,Córdoba,Fray Mamerto Esquiú,Catedral de Córdoba,Sepulcro,Nacional,2/10/1946,Decreto,12806,,,
Córdoba,Córdoba,Gral.José María Paz y esposa,Catedral de Córdoba,Sepulcro,Nacional,31/1/1946,Decreto,3039,,,
Córdoba,Córdoba,"Iglesia de San Francisco, antiguo refectorio, salón De Profundis y Claustro y Convento","Calles Buenos Aires, Entre Ríos, Corrientes e Ituzaingó",Monumento Histórico,Nacional,31/12/1971,Decreto,6373,,,
Córdoba,Córdoba,Iglesia y Convento de Santa Teresa (Las  Teresas),27 de abril e Independencia,Monumento Histórico,Nacional,28/10/1941,Decreto,106845,,,
Córdoba,Córdoba,Legislatura Provincial,"Rivera Indarte 26, Dean Funes 64",Monumento Histórico,Nacional,9/11/2000,Decreto,1042,,,
Córdoba,Córdoba,Mariano Fragueiro,Cementerio San Jerónimo,Sepulcro,Nacional,11/7/1962,Decreto,6619,,,
Córdoba,Córdoba,Obispo Mariano A. Moscoso,Catedral de Córdoba,Sepulcro,Nacional,2/10/1946,Decreto,12806,,,
Córdoba,Córdoba,"Observatorio Astronómico, Museo y Servicio Meteorológico Nacional",Laprida 854,Monumento Histórico,Nacional,15/11/1995,Ley,24595,,,
Córdoba,Córdoba,Pabellones del Hospital Nacional de Clínicas,"Santa Rosa, Chubut, Av. Costanera y Pasaje Aguaducho",Monumento Histórico,Nacional,17/12/1996,Decreto,1472,,,
Córdoba,Córdoba,Palacio de Justicia de la ciudad de Córdoba,"Manzana delimitada por las calles A. M. Bas, Bolivar, Caseros y Duarte Quirós. Frente al Paseo Sobremonte, la Plaza de la Intendencia y el Palacio Municipal",Monumento Histórico,Nacional,9/3/1989,Decreto,325,,,
Córdoba,Córdoba,Rectorado de la Universidad Nacional de Córdoba,Obispo Trejo 242,Monumento Histórico,Nacional,23/9/1981,Decreto,1455,,,
Córdoba,Córdoba,Teatro del Libertador General San Martín (Ex-Rivera Indarte),Av. Velez Sarsfield 350/365 y Duarte Quiróz 159,Monumento Histórico,Nacional,18/4/1991,Decreto,730,,,
Córdoba,Córdoba,Templo y Colegio de la Compañía de Jesús,Obispo Trejo 210,Monumento Histórico,Nacional,24/12/1940,Decreto,80860,,,
Córdoba,Cruz del Eje,Casa de Arturo Umberto Illia,Avellaneda 181,Monumento Histórico,Nacional,27/11/2001,Ley,25533,,,
Córdoba,Cruz del Eje,Estancia Jesuítica de la Candelaria,"A 74 km de Cruz del Eje. Pedanía Candelaria. Por Ruta Prov. Nº 28 a 25,5 km al Norte de Cunchilla Nevada; por Ruta Prov. Nº 15 a 29 km al Este de la localidad de la Higuera",Monumento Histórico,Nacional,28/10/1941,Decreto,106845,,,
Córdoba,Cura Brochero,"Capilla, Colegio y C. de Ejer. Esp. de Cura Brochero",25 de mayo y Altamirano,Monumento Histórico,Nacional,9/4/1974,Decreto,1445,,,
Córdoba,Ischilin,Algarrobo (árbol) de la Plaza de Ischilin,s/d,Árbol Histórico,Nacional,28/11/1983,Decreto,3110,,,
Córdoba,Ischilin,Iglesia de Nuestra Señora del Rosario,A 59 km de la Ruta Nac. Nº 9 y a 129 km de la ciudad de Córdoba,Monumento Histórico,Nacional,28/11/1983,Decreto,3110,,,
Córdoba,Ischilin,Plaza de Ischilin,Vélez Sarsfield 229,Lugar Histórico,Nacional,28/11/1983,Decreto,3110,,,
Córdoba,Jesús María,Estancia Caroya,A 57 km de la ciudad de Córdoba por Ruta Nacional Nº 9. Pedanía Las Cañas,Monumento Histórico,Nacional,14/5/1941,Decreto,90732,,,
