categoria,subcategoria,provincia,localidad,nombre,direccion,piso,CP,cod_area,telefono,Mail,Web,fuente,jurisdiccion,año_inauguracion,IDSInCA
Espacios de Exhibición Patrimonial,Museos,Entre Ríos,Colón,Museo Histórico Museóloga María Angélica González,Laprida y Moreno,,E3280CLD,,,,,DNPyM,Privada,1971,300264
Espacios de Exhibición Patrimonial,Museos,Entre Ríos,Colón,Museo Provincial Molino Forclaz,Camino de Los Colonos S/N,,3283,3447,472 351,,,DNPyM,Provincial,2015,300265
Espacios de Exhibición Patrimonial,Museos,Entre Ríos,Concepcion del Uruguay,Museo Histórico Evocativo Del Colegio Superior Del Uruguay Justo José De Urquiza,Urquiza 25,,E3260FNA,3442,425 554,museo@elhistorico.com.ar,,DNPyM,Provincial,,300277
Espacios de Exhibición Patrimonial,Museos,Entre Ríos,Concepcion del Uruguay,Museo De Belllas Artes De La Biblioteca El Porvenir,San Martín 782,,E3264ABB,3442,426 540,bibliomuseo@ciudad.com.ar,,DNPyM,Privada,1905,300278
Espacios de Exhibición Patrimonial,Museos,Entre Ríos,Concepcion del Uruguay,Museo Histórico Municipal Casa De Delio Panizza,Supremo Entrerriano 58,,E3260FFB,3442,424 210,bibliofcs@rect.uner.edu.ar,,DNPyM,Municipal,1978,300279
Espacios de Exhibición Patrimonial,Museos,Entre Ríos,Concepción del Uruguay,Museo De Historia Natural Pablo G. Lorentz,Urquiza 25,,E3260FNA,3442,425 554,,,DNPyM,Provincial,,300280
Espacios de Exhibición Patrimonial,Museos,Entre Ríos,Concepción del Uruguay,Museo Provincial De Dibujo Y Grabado Artemio Alisio,Sarmiento 612,,E3264AMH,3442,432 420,,,DNPyM,Provincial,1989,300281
Espacios de Exhibición Patrimonial,Museos,Entre Ríos,Concordia,Museo De Salto Grande,Ruta 15 (Al Noreste de la Ciudad de Concordia),,3200,345,421 6612 INT. 3456,,,DNPyM,,,300282
Espacios de Exhibición Patrimonial,Museos,Entre Ríos,Concordia,Museo Histórico Militar Coronel Leopoldo Ornstein,San Juan y Arruabarrena S/N,,E3200BBJ,345,425 1031,,,DNPyM,,,300283
Espacios de Exhibición Patrimonial,Museos,Entre Ríos,Concordia,Museo Judío De Entre Ríos,Entre Ríos 476,,E3200ABH,345,421 4088,,,DNPyM,Privada,,300284
Espacios de Exhibición Patrimonial,Museos,Entre Ríos,Concordia,Museo Del Recuerdo,Coronel Pedro Espino Nº 115,,E3200DWC,345,421 7347,,,DNPyM,Privada,,300285
Espacios de Exhibición Patrimonial,Museos,Entre Ríos,Concordia,Museo Municipal De Artes Visuales,"Urquiza 638, Planta Alta",,E3200AGJ,345,422 8588,museoavcdia@yahoo.com,,DNPyM,Municipal,1952,300286
Espacios de Exhibición Patrimonial,Museos,Entre Ríos,Concordia,Museo De Antropología Y Ciencias Naturales De Concordia,B. Rivadavia 456 Esq. Carriego,,E3200BDF,345,421 3149,,,DNPyM,Mixta,2001,300287
Espacios de Exhibición Patrimonial,Museos,Entre Ríos,Concordia,Museo Regional Municipal Palacio Arruabarrena,Entre Ríos 952,,E3200ACF,345,421 1883,museoregionalarrua@hotmail.com,,DNPyM,Municipal,1984,300288
Espacios de Exhibición Patrimonial,Museos,Entre Ríos,Crespo,Museo Municipal Del Centenario,San Arnoldo Jassen Entre Tucumán y Córdoba. Bº San José,,E3116ADI,,,,,DNPyM,Municipal,,300323
Espacios de Exhibición Patrimonial,Museos,Entre Ríos,Diamante,Museo Municipal Regional De Diamante,Pedro Serrano 425,,E3105DZI,343,498 1024,culturadte@hotmail.com,,DNPyM,Municipal,1999,300329
Espacios de Exhibición Patrimonial,Museos,Entre Ríos,Federación,Museo De Los Asentamientos,Irigoyen y Las Rosas,,E3206BSB,,,,,DNPyM,,,300361
Espacios de Exhibición Patrimonial,Museos,Entre Ríos,Federación,Museo Del Termalismo,Av. San Martín y Las Hortensias,,E3206APR,3456,481 586,,,DNPyM,Privada,,300362
Espacios de Exhibición Patrimonial,Museos,Entre Ríos,Federación,Museo De La Imagen Eladio Fernández Piaggio,Las Hortensias S/N,,3206,3456,481 035,,,DNPyM,,,300363
Espacios de Exhibición Patrimonial,Museos,Entre Ríos,General Campos,Museo Regional Malva Emparanza,Herminio y Quiroz S/N,,,345,490 138,museoregionalgralcampos@yahoo.com.ar,,DNPyM,,,300386
Espacios de Exhibición Patrimonial,Museos,Entre Ríos,Gualeguay,Casa De La Cultura Museo Quirós,,,E2840BUC,,,,,DNPyM,,,300397
Espacios de Exhibición Patrimonial,Museos,Entre Ríos,Gualeguay,Museo Del Ferrocarril,Ex Estación Terminal del Ferrocarril General Urquiza,,2840,3444,424 110,,,DNPyM,,,300398
Espacios de Exhibición Patrimonial,Museos,Entre Ríos,Gualeguay,Museo De Paleontología Dr. Diego Echazarreta,Tratado del Pilar y López Pilar. Manzana de la Escuela Nº 20,,2840,3444,481 068,,,DNPyM,,,300399
Espacios de Exhibición Patrimonial,Museos,Entre Ríos,Gualeguay,Museo Histórico Juan Bautista Ambrosetti,San Antonio (Norte) 230,,E2840DTF,3444,424 105 INT. 22,museoambrosetti@yahoo.com,,DNPyM,Municipal,,300400
Espacios de Exhibición Patrimonial,Museos,Entre Ríos,Gualeguaychú,Instituto Magnasco Y Biblioteca Popular Olegario V. Andrade,Camila Nievas 78,,E2822FED,3446,427 287,biblio220@infovia.com.ar,,DNPyM,Privada,1898,300401
Espacios de Exhibición Patrimonial,Museos,Entre Ríos,Gualeguaychú,Museo De La Ciudad Azotea De Lapalma,San Luis 350,,E2820FOH,3446,437 028,derudi7@hotmail.com,,DNPyM,Municipal,1986,300402
Espacios de Exhibición Patrimonial,Museos,Entre Ríos,Gualeguaychú,Museo Agricola Regional,Urquiza al Oeste y Ruta 14,,E2820AER,3446,426 357,museoagricolasrg@yahoo.com.ar,,DNPyM,Privada,2003,300403
Espacios de Exhibición Patrimonial,Museos,Entre Ríos,Gualeguaychú,Museo Ferroviario Gualeguaychú,Avda. Maestra Piccini Entre Ayacucho y Maipú,,E2822DZK,3446,437 034,parqueestacion@hotmail.com,,DNPyM,Municipal,2007,300404
Espacios de Exhibición Patrimonial,Museos,Entre Ríos,Gualeguaychú,Museo De La Ciudad Casa De Haedo,San José 105,,E2820EKC,3446,437 036,azoteadelapalma@yahoo.com.ar,,DNPyM,Municipal,1987,300405
Espacios de Exhibición Patrimonial,Museos,Entre Ríos,La Paz,Museo Municipal De Bellas Artes,Italia 1043,,E3190DNK,3437,424 635,,,DNPyM,Municipal,1997,300449
Espacios de Exhibición Patrimonial,Museos,Entre Ríos,La Paz,Museo Regional Municipal Alicia González Castrillón,3 de Febrero y French,,E3190AAB,3437,421 265,,,DNPyM,Municipal,1972,300450
Espacios de Exhibición Patrimonial,Museos,Entre Ríos,Libertador Norte,Museo Histórico Municipal Dr. Roberto Habenicht,Linares Cardoso 330,,E3103XAF,343,491 0082,municlibsanmartin@infovia.com.ar,,DNPyM,Municipal,2000,300513
Espacios de Exhibición Patrimonial,Museos,Entre Ríos,Nogoya,Museo Municipal De Nogoyá,25 de Mayo 687,,E3150AFI,3435,423 169,,,DNPyM,Municipal,1987,300584
Espacios de Exhibición Patrimonial,Museos,Entre Ríos,Oro Verde,Museo Regional Conrado Hasenauer,Los Tordos (Detrás del Complejo Municipal de Piletas),,E3100XAD,,,,,DNPyM,Municipal,,300588
Espacios de Exhibición Patrimonial,Museos,Entre Ríos,Oro Verde,Museo Carl Sagan Asociación Entrerriana De Astronomía,Complejo Esc. Alberdi - Observatorio Oro Verde,,E3100XAD,343,434 0229,,,DNPyM,Privada,1986,300589
Espacios de Exhibición Patrimonial,Museos,Entre Ríos,Paraná,Museo Barrial De Puerto Viejo Y Cuesta Los Vascos,Av. Estrada 1057,,E3100EOA,343,422 9871,,,DNPyM,,,300593
Espacios de Exhibición Patrimonial,Museos,Entre Ríos,Paraná,Museo De La Ciudad Dr. Cesar Blas Pérez Colman,Buenos Aires 226,,E3100BQF,343,421 1884,,,DNPyM,,,300594
Espacios de Exhibición Patrimonial,Museos,Entre Ríos,Paraná,Museo De Sitio Santos Domínguez Y Berguria,Monte Caseros y Urquiza,,E3100ACA,343,421 8253,,,DNPyM,Municipal,,300595
Espacios de Exhibición Patrimonial,Museos,Entre Ríos,Paraná,Museo Y Mercado Provincial De Artesanías De Entre Ríos,Urquiza 1239,,E3100FFC,343,420 8891,,,DNPyM,Provincial,,300596
Espacios de Exhibición Patrimonial,Museos,Entre Ríos,Paraná,Museo Interactivo De Ciencias Puerto Ciencia,B. Racedo y Pascual Palma,,E3100IDH,343,420 2240,,,DNPyM,Nacional,,300597
Espacios de Exhibición Patrimonial,Museos,Entre Ríos,Paraná,Museo De Ciencias Naturales Y Antropológicas Prof. Antonio Serrano,Carlos Gardel 62,,E3100FWB,343,420 8894,museoserrano@hotmail.com,,DNPyM,Provincial,,300598
Espacios de Exhibición Patrimonial,Museos,Entre Ríos,Paraná,Museo Histórico De Entre Ríos Martiniano Leguizamón,Buenos Aires y Laprida,,E3100BQF,343,420 7869,museohistorico@gmail.com,,DNPyM,Provincial,,300599
Espacios de Exhibición Patrimonial,Museos,Entre Ríos,Paraná,Museo Provincial De Bellas Arte Dr. Pedro E. Martínez,Buenos Aires 355,,E3100BQG,43,311527,prensabellasartes@yahoo.com.ar,,DNPyM,Provincial,1981,300600
Espacios de Exhibición Patrimonial,Museos,Entre Ríos,Rosario del Tala,Museo Municipal Rosario Del Tala,Urquiza 259,,E3174BLE,,,,,DNPyM,Municipal,1965,300729
Espacios de Exhibición Patrimonial,Museos,Entre Ríos,San José,Museo Histórico Regional De La Colonia San José,Urquiza 1127,,E3283DHM,3447,470 088,museohistorico@ciudad.com.ar,,DNPyM,Municipal,1957,300794
Espacios de Exhibición Patrimonial,Museos,Entre Ríos,San Salvador,Museo De La Estación,Giacomelli S/N. Estación de San Salvador,,3218,,,,,DNPyM,,,300851
Espacios de Exhibición Patrimonial,Museos,Entre Ríos,San Salvador,Museo Del Arroz,San Martín y Manuel Belgrano,,3218,345,491 0035,,,DNPyM,Municipal,2008,300852
Espacios de Exhibición Patrimonial,Museos,Entre Ríos,Viale,Museo De La Ciudad,Av. Dr. Martín Panutto Nº 277,,E3109AWC,343,492 0011,museo@vialedigital.com.ar,,DNPyM,,,300972
Espacios de Exhibición Patrimonial,Museos,Entre Ríos,Villa Domínguez,Museo Y Archivo Histórico Regional De Las Colonias Judías,San Martín 99,,E3246BAA,3455,492 191,museodelascolonias@infinet.com.ar,,DNPyM,Municipal,1985,300999
Espacios de Exhibición Patrimonial,Museos,Entre Ríos,Villaguay,Museo Histórico Regional Municipal,Juan Hermelo 519,,E3240DNK,3455,424 222,,,DNPyM,Municipal,1982,301035
Espacios de Exhibición Patrimonial,Museos,Entre Ríos,Villaguay,Museo De Antropología Indígena Tierra De Minuanes,Caseros 426,,E3240BTR,,,,,DNPyM,Municipal,2008,301036
Espacios de Exhibición Patrimonial,,Entre Ríos,Concepción del Uruguay,Sala Evocativa De La Ribera,Avda. Paysandú y Spiro,,3260,3442,424210,,,Gobierno de la Provincia,,,301052
Espacios de Exhibición Patrimonial,,Entre Ríos,Concepción del Uruguay,Yuchan,Galarza y Supremo Entrerriano,,3260,3442,441602,juanjorossi@argentina.com,,Gobierno de la Provincia,,,301053
Espacios de Exhibición Patrimonial,,Entre Ríos,Paraná,Casa De La Cultura De Entre Ríos,Carbó 194,,3100,343,4207901,casaculturaentrerios@yahoo.com.ar,,Gobierno de la Provincia,,,301069
Espacios de Exhibición Patrimonial,,Entre Ríos,Paraná,Fototeca De Entre Ríos,Irigoyen 329,,3100,343,4030283,info@eduardosegura.com.ar,,Gobierno de la Provincia,,,301070
Espacios de Exhibición Patrimonial,Museos,Formosa,Formosa,Museo De La Policía,Barrio 2 de Abril,,3600,,,,,DNPyM,,,300372
Espacios de Exhibición Patrimonial,Museos,Formosa,Formosa,Museo Del Suri,Calle O` Higgins - Barrio San Miguel,,3600,,,,,DNPyM,,,300373
Espacios de Exhibición Patrimonial,Museos,Formosa,Formosa,Museo Histórico Y Regional Juan Pablo Duffard,Av. 25 de Mayo 58,,P3600AXN,,,,,DNPyM,Provincial,1963,300374
Espacios de Exhibición Patrimonial,Museos,Formosa,Formosa,Museo Sacro Cultural Padre Carmelo Sciullo,Barrio Villa del Rosario,,3600,,,,,DNPyM,Provincial,2008,300375
Espacios de Exhibición Patrimonial,Museos,Formosa,Laguna Blanca,Museo Regional Del Noreste Formoseño,Ruta 86,,3613,,,direccionde patrimonio@formosa.gov.ar,,DNPyM,Provincial,,300488
Espacios de Exhibición Patrimonial,Museos,Formosa,Pirané,Museo Del Pueblo,"Centro Municipal de Cultura y Deportes, Roque Sáenz Peña y San Lorenzo",,3606,3717,461 007,,,DNPyM,Municipal,1987,300609
Espacios de Exhibición Patrimonial,Museos,Formosa,Villa Escolar,Museo De Ciencias Naturales,,,3525,,,,,DNPyM,,,301003
Espacios de Exhibición Patrimonial,Museos,Jujuy,Alto La Viña,Centro Cultural Y Museo Jorge Pasquini López,Víctor Hugo 45,,Y4600XAU,388,15 4047 509,,,DNPyM,Privada,2000,300017
Espacios de Exhibición Patrimonial,Museos,Jujuy,Calilegua,Museo Regional De Artes Plásticas Casique Calilegua,"Av. Sarmiento, Esq. San Martín",,Y4514BOR,3886,430 913,,,DNPyM,Municipal,2007,300076
Espacios de Exhibición Patrimonial,Museos,Jujuy,El Carmen,Museo Del Automóvil Antiguo,Moreno 52 Esq. Perón,,Y4603CHB,,,,,DNPyM,,,300337
Espacios de Exhibición Patrimonial,Museos,Jujuy,Hornillos,Complejo Cultural Posta De Hornillos,Ruta Nac. N° 9 Km. 73,,Y4622XAK,,,,,DNPyM,Provincial,1983,300408
Espacios de Exhibición Patrimonial,Museos,Jujuy,Huacalera,Museo Arqueológico E Histórico De Huacalera,"Calle Lavalle, Esq. Av. 20 de Junio",,Y4626XAI,388,495 5204,,,DNPyM,Municipal,,300409
Espacios de Exhibición Patrimonial,Museos,Jujuy,Huichaira,Museo En Los Cerros,Quebrada de Huichaira S/N,,Y4624XAH,11,59142134,,,DNPyM,,,300411
Espacios de Exhibición Patrimonial,Museos,Jujuy,Humahuaca,Museo Arqueológico Dr. Justiniano Torres Aparicio,Córdoba 115,,Y4630BNC,388,422 8993,,,DNPyM,Privada,,300415
Espacios de Exhibición Patrimonial,Museos,Jujuy,Humahuaca,Museo Del Patrimonio Intangible,Buenos Aires 433,,Y4630BCI,388,15 4173 549,,,DNPyM,Privada,,300416
Espacios de Exhibición Patrimonial,Museos,Jujuy,Humahuaca,Museo Arqueológico Municipal,Santa Fe S/N Barrio Centro,,Y4630BCP,3887,421 375,,,DNPyM,Municipal,,300417
Espacios de Exhibición Patrimonial,Museos,Jujuy,Humahuaca,Museo Francisco Ramoneda,Salta 214,,Y4630DNF,3887,421 066,,,DNPyM,Privada,1940,300418
Espacios de Exhibición Patrimonial,Museos,Jujuy,Humahuaca,Museo  De Esculturas Nicasio Fernández Mar,Buenos Aires S/N,,Y4630BCP,3887,421 375,,,DNPyM,Municipal,1988,300419
Espacios de Exhibición Patrimonial,Museos,Jujuy,La Quiaca,Museo Comunitario Puna,Árabe Siria y 25 de Mayo,,Y4650CMB,3885,423 039,,,DNPyM,Municipal,,300477
Espacios de Exhibición Patrimonial,Museos,Jujuy,La Quiaca,Museo Arqueológico Y Etnográfico Musoj Ñan,Sarmiento 60,,Y4650CYN,388,423 423,,,DNPyM,Privada,,300478
Espacios de Exhibición Patrimonial,Museos,Jujuy,Libertador General San Martin,Museo David Rhys,25 de Mayo 99,,E3103XAF,343,491 8000 INT 1460 / 1462,geociencia@uapar.edu,,DNPyM,Privada,1909,300511
Espacios de Exhibición Patrimonial,Museos,Jujuy,Libertador Gral. San Martín,Centro De Visitantes Ledesma,"Reconquista 442, Barrio Ledesma",,Y4512GCB,3886,429 439,,,DNPyM,Privada,2008,300512
Espacios de Exhibición Patrimonial,Museos,Jujuy,San Pedro,"Museo Histórico, Arqueológico Y De Arte Pablo Baldwin",Miguel F. Aráoz Esq. 9 de Julio,,Y4500EZJ,,,,,DNPyM,,,300841
Espacios de Exhibición Patrimonial,Museos,Jujuy,San Pedro,Museo Histórico Regional Fray José María Bottaro,9 de Julio 134,,B2930HZD,3329,427 677,musehistoricosanpedro@yahoo.com.ar,,DNPyM,Privada,1982,300842
Espacios de Exhibición Patrimonial,Museos,Jujuy,San Pedro,Museo Cacique Bonifacio Maidana,Av. 25 de Mayo y San Martín,,3352,3751,470 222,,,DNPyM,Municipal,1987,300843
Espacios de Exhibición Patrimonial,Museos,Jujuy,San Pedro,Casa Museo Fernando García Curten,Mitre 1574,,B2930ABP,3329,427 352,,,DNPyM,Mixta,1993,300844
Espacios de Exhibición Patrimonial,Museos,Jujuy,San Salvador de Jujuy,Museo Y Centro Cultural Casa Macedonio Graz,Lamadrid Esq. Güemes,,Y4600EDA,388,431 0405,,,DNPyM,,,300853
Espacios de Exhibición Patrimonial,Museos,Jujuy,San Salvador de Jujuy,Museo De Bellas Artes Jorge Mendoza,Av. Urquiza 410,,Y4600AQD,388,422 0149,,,DNPyM,Municipal,,300854
Espacios de Exhibición Patrimonial,Museos,Jujuy,San Salvador de Jujuy,Museo En Maquetas Tupac Amaru,Alvear 1152,,Y4600AJP,,,,,DNPyM,,,300855
Espacios de Exhibición Patrimonial,Museos,Jujuy,San Salvador de Jujuy,Museo De Ciencias Naturales Carlos Darwin - Colegio Nacional Nº1 Teodoro Sánchez De Bustamante,Gorriti 353,,Y4600DXG,388,423 3599,,,DNPyM,Provincial,,300856
Espacios de Exhibición Patrimonial,Museos,Jujuy,San Salvador de Jujuy,Museo Catedral,Sarmiento Esq. Belgrano,,Y4600DYF,388,422 6569,,,DNPyM,Privada,,300857
Espacios de Exhibición Patrimonial,Museos,Jujuy,San Salvador de Jujuy,Museo Y Centro Cultural Culturarte,San Martín Esq. Sarmiento,,Y4600ADJ,388,424 9539,,,DNPyM,,,300858
Espacios de Exhibición Patrimonial,Museos,Jujuy,San Salvador de Jujuy,Museo Histórico Policial,Belgrano 493,,Y4600ABG,388,423 7764,,,DNPyM,Provincial,1994,300859
Espacios de Exhibición Patrimonial,Museos,Jujuy,San Salvador de Jujuy,Museo De Arte Sacro San Francisco,Belgrano 677,,Y4600ABK,388,423 3434,,,DNPyM,Privada,2000,300860
Espacios de Exhibición Patrimonial,Museos,Jujuy,San Salvador de Jujuy,Museo Histórico Provincial,Lavalle 256,,Y4600EAF,388,422 1355,,,DNPyM,Provincial,1943,300861
Espacios de Exhibición Patrimonial,Museos,Jujuy,San Salvador de Jujuy,Museo Arqueológico Provincial,Lavalle 434,,Y4600EAJ,388,431 0693,,,DNPyM,Provincial,1994,300862
Espacios de Exhibición Patrimonial,Museos,Jujuy,San Salvador de Jujuy,"Museo De Geología, Mineralogía Y Paleontología",Av. Bolivia 1661,,Y4600GNE,388,422 1593 INT 218,,,DNPyM,Nacional,2000,300863
Espacios de Exhibición Patrimonial,Museos,Jujuy,Tilcara,Museo Ojito De Agua,Jujuy 558,,Y4624APL,388,15 5812 490,,,DNPyM,,,300919
Espacios de Exhibición Patrimonial,Museos,Jujuy,Tilcara,Museo De Ermitas Tilcareñas,Rivadavia S/N,,Y4624AYL,388,423 4386,,,DNPyM,,,300920
Espacios de Exhibición Patrimonial,Museos,Jujuy,Tilcara,Pucará,"Pucara S/N (A 1 Km de Tilcara, en la Margen Izquierda del Río Grande)",,Y4624BIA,388,495 5006,,,DNPyM,Nacional,,300921
Espacios de Exhibición Patrimonial,Museos,Jujuy,Tilcara,Museo Medardo Pantoja,Alberro 560,,Y4624ADL,,,,,DNPyM,Privada,1977,300922
Espacios de Exhibición Patrimonial,Museos,Jujuy,Tilcara,Museo De Bellas Artesfundación Hugo Irureta,Belgrano y Bolívar,,Y4624AFH,388,495 5124,,,DNPyM,Privada,,300923
Espacios de Exhibición Patrimonial,Museos,Jujuy,Tilcara,Museo Regional De Pintura José Antonio Terry,Rivadavia 352,,Y4624AYH,388,495 5005,museoterry@cootepal.com.ar,,DNPyM,Nacional,1966,300924
Espacios de Exhibición Patrimonial,Museos,Jujuy,Tilcara,Museo Arqueológico Dr. Eduardo Casanova,Belgrano 445,,Y4624AFI,388,495 5006,,,DNPyM,Nacional,1968,300925
Espacios de Exhibición Patrimonial,Museos,Jujuy,Tilcara,Museo De Escultura Ernesto Soto Avendaño,Belgrano 577,,Y4624AFK,388,495 5354,,,DNPyM,Provincial,1974,300926
Espacios de Exhibición Patrimonial,Museos,Jujuy,Tumbaya,Museo Cecilio Bustamante,"Coronel Quintana, Esq. Buenos Aires S/N",,4618,388,499 6015,,,DNPyM,Privada,2005,300951
Espacios de Exhibición Patrimonial,Museos,Jujuy,Uquia,Museo Familiar Dora Arancibia,Mariano Arancibia S/N,,Y4626XAD,,,,,DNPyM,,,300956
Espacios de Exhibición Patrimonial,Museos,Jujuy,Uquia,Museo Takashi Takahashi,Cátulo Aparicio S/N,,Y4626XAD,388,423 0901,,,DNPyM,,,300957
Espacios de Exhibición Patrimonial,Museos,Jujuy,Yavi,Casa Hacienda Del Marquesado De Tojo,Av. Marqués Campero S/N,,4651,3887,491 138,,,DNPyM,Municipal,,301043
Espacios de Exhibición Patrimonial,Museos,Jujuy,Yavi Chico,Museo Mama Antonia - Tata Portal,Comunidad Aborigen Yavi Chico,,Y4651XAG,,,,,DNPyM,,2008,301044
Espacios de Exhibición Patrimonial,,Jujuy,Abra Pampa,Arqueológico Leopoldo Aban,Sarmiento 450,,,,,,,Gobierno de la Provincia de Jujuy,Municipal,,301049
Espacios de Exhibición Patrimonial,,Jujuy,Tilcara,De Esculturas Alfredo Yacuzzi,Ambrosetti Entre Debenedetti y Castañeda,,,,,,,Gobierno de la Provincia de Jujuy,Privado,,301075
Espacios de Exhibición Patrimonial,,Jujuy,Yavi,De Antigales,,,,3887,491138,,,Gobierno de la Provincia de Jujuy,,,301078
Espacios de Exhibición Patrimonial,,Jujuy,Yavi,Casa De Hacienda De Yavi Del Marquesado De Toso,,,,,,,,Gobierno de la Provincia de Jujuy,Provincial y Municipal,,301079
Espacios de Exhibición Patrimonial,Museos,La Pampa,Alpachiri,Museo Histórico Municipal De Alpachiri,Ceballos s/n - Estación de Ferrocarril-,,L6309AEA,2953,497 102,,,DNPyM,Municipal,,300012
Espacios de Exhibición Patrimonial,Museos,La Pampa,Alta Italia,Museo Histórico Municipal,Aristóbulo del Valle 351,,L6207AEG,2302,491 168,,,DNPyM,Municipal,2005,300016
Espacios de Exhibición Patrimonial,Museos,La Pampa,Arata,Museo Histórico De Arata,Libertad 250,,L6385AGF,2335,498 052,museoarata@hotmail.com,,DNPyM,Municipal,2005,300032
Espacios de Exhibición Patrimonial,Museos,La Pampa,Bernasconi,Museo Lucio V. Mansilla,Av. San Martín S/N,,L8204AFB,2925,499 222,,,DNPyM,Privada,1968,300068
Espacios de Exhibición Patrimonial,Museos,La Pampa,Carro Quemado,Museo Histórico Familiar Orgales,Sobre Ruta Nº 105,,6319,2338,496 012,,,DNPyM,Privada,,300096
Espacios de Exhibición Patrimonial,Museos,La Pampa,Carro Quemado,Museo Atelier Antonio Ortiz Echagüe,"Establecimiento ""La Holanda""",,6319,2338,496 038,,,DNPyM,Mixto Provincial y Privado,1905,300097
Espacios de Exhibición Patrimonial,Museos,La Pampa,Ceballos,Museo De La Biblioteca Popular Francisco Ceballos,Ruta Provincial N° 13 Km 80,,6221,2954,473 237,,,DNPyM,Privada,2012,300104
Espacios de Exhibición Patrimonial,Museos,La Pampa,Colonia 25 de Mayo,Museo Geominero Don José Cholino,Ruta Provincial Nº 4 Parque Industrial,,8201,299,494 8177,,,DNPyM,Privada,,300266
Espacios de Exhibición Patrimonial,Museos,La Pampa,Colonia Barón,Museo Colonia Barón,San Martín 345,,L6315AFC,2333,476 201,,,DNPyM,Municipal,1999,300267
Espacios de Exhibición Patrimonial,Museos,La Pampa,Colonia Santa María,La Casa Museo De Los Abuelos Guinder,San Martín S/N,,8214,2952,493 024,,,DNPyM,Privada,,300270
Espacios de Exhibición Patrimonial,Museos,La Pampa,Conhelo,Museo Agrario José A. Gaillaurdou,Estación del ferrocarril,,L6381XAI,2334,482 001,,,DNPyM,Municipal,,300289
Espacios de Exhibición Patrimonial,Museos,La Pampa,Coronel Hilario Lagos,Museo Perito Francisco P. Moreno,San Martín n° 77,,L6228AKC,2331,495 049,,,DNPyM,Privada,,300309
Espacios de Exhibición Patrimonial,Museos,La Pampa,Dorila,Museo Histórico Dorila,Calle 10 esquina 3,,L6365XAJ,2302,480 101,,,DNPyM,Mixta,2011,300332
Espacios de Exhibición Patrimonial,Museos,La Pampa,Eduardo Castex,Museo Histórico Municipal Juan Ricardo Nervi,Rivadavia S/N,,6380,,,,,DNPyM,Municipal,2002,300333
Espacios de Exhibición Patrimonial,Museos,La Pampa,Embajador Martini,Museo Municipal Néstor Tellería,Estación del ferrocarril,,,2335,495 287,,,DNPyM,Municipal,,300346
Espacios de Exhibición Patrimonial,Museos,La Pampa,Falucho,Museo Del Centenario,Acceso Ricardo Lavalle 298,,6215,2331,499 337,,,DNPyM,Municipal,2008,300359
Espacios de Exhibición Patrimonial,Museos,La Pampa,General Pico,Museo Regional Maracó,Calle 17 N° 560,,L6360BAL,2302,421 043,,,DNPyM,Municipal,1971,300388
Espacios de Exhibición Patrimonial,Museos,La Pampa,Gral. San Martín,Museo Aldo Pato Hernando,Pasteur 17,,L8206BAA,2925,497 244,,,DNPyM,Privada,,300395
Espacios de Exhibición Patrimonial,Museos,La Pampa,Gral. San Martín,Museo Villa Alba,Predio del ferrocarril calle Rivadavia,,8206,2925,497 220,,,DNPyM,Municipal,,300396
Espacios de Exhibición Patrimonial,Museos,La Pampa,Guatraché,Museo Y Archivo Histórico,Sarmiento S/N,,,2924,492 498,andreaverna@yahoo.com.ar,,DNPyM,Municipal,,300406
Espacios de Exhibición Patrimonial,Museos,La Pampa,Ingeniero Luiggi,Museo Histórico Municipal,9 de Julio S/N - Estación del ferrocarril,,6205,2335,472 155,,,DNPyM,Municipal,1999,300423
Espacios de Exhibición Patrimonial,Museos,La Pampa,Jacinto Arauz,Museo Histórico Del Médico Rural Dr. René G. Favaloro,Estación del ferrocarril,,8208,2925,493 224,,,DNPyM,Municipal,2003,300426
Espacios de Exhibición Patrimonial,Museos,La Pampa,Maisonnave,Museo Chacarero La Loma,"Lote dos, fracción A, sección 1. Ruta Nac. 188",,6212,2331,460 182,,,DNPyM,Privada,,300529
Espacios de Exhibición Patrimonial,Museos,La Pampa,Maisonnave,Museo Juan Antonio Cantarella,,,,2331,491 004,mccantarella@hotmail.com,,DNPyM,Privada,,300530
Espacios de Exhibición Patrimonial,Museos,La Pampa,Miguel Cané,Museo Colegio Gral. Don Martín Miguel De Güemes,Belgrano S/N,,6331,2333,498 046,,,DNPyM,Privada,2001,300558
Espacios de Exhibición Patrimonial,Museos,La Pampa,Miguel Riglos,Museo Casa Vicente,Av. Belgrano 573,,L6301ABF,2953,498 163,,,DNPyM,Municipal,,300559
Espacios de Exhibición Patrimonial,Museos,La Pampa,Parera,Museo El Tordillo,Av. San Martín N° 434,,L6213ALJ,2331,497 152,,,DNPyM,Mixta-Privada/Municipal,2008,300601
Espacios de Exhibición Patrimonial,Museos,La Pampa,Quehué,Museo Municipal Casa Sarasola,Paseo de la Estación,,,2952,499 010,,,DNPyM,Municipal,,300642
Espacios de Exhibición Patrimonial,Museos,La Pampa,Quetrequén,Museo Histórico El Almacén,España y Mohiragi,,L6212XAB,2331,493 018,,,DNPyM,Municipal,2003,300643
